Name,City,State
Carrington College-Mesquite,Mesquite,TX
Strayer University-Indiana,Indianapolis,IN
Sanford-Brown College-Columbus,Columbus,OH
Golf Academy of America-Farmers Branch,Farmers Branch,TX
Eternity Cosmetology School,West Palm Beach,FL
College of International Esthetics Inc,Arvada,CO
Classic Cooking Academy,Scottsdale,AZ
Ambiance Beauty & Barber Academy Inc,Melbourne,FL
University Academy of Hair Design,Northport,AL
Florida Vocational Institute,Miami,FL
ITT Technical Institute-DeSoto,DeSoto,TX
ITT Technical Institute-Culver City,Culver City,CA
Strayer University-Illinois,Chicago,IL
West Coast University-Dallas,Dallas,TX
Old Town Barber College-Topeka,Topeka,KS
MotoRing Technical Training Institute,East Providence,RI
ITT Technical Institute-West Palm Beach,West Palm Beach,FL
ITT Technical Institute-Indianapolis East,Indianapolis,IN
ITT Technical Institute-West Chester,Norwood,OH
Kaplan University-Augusta Campus,Augusta,ME
Warner Pacific College Adult Degree Program,Portland,OR
International School of Cosmetology-Toni & Guy Hairdressing Academy,Scottsdale,AZ
Ross Medical Education Center-Ontario,Ontario,OH
ITT Technical Institute-Baton Rouge,Baton Rouge,LA
Avenue Five Institute,Austin,TX
Renaissance Academie,Provo,UT
Kaplan College-Pembroke Pines,Pembroke Pines,FL
Regency Beauty Institute-Chattanooga,Chattanooga,TN
Paul Mitchell the School-St George,Washington,UT
Kaplan College-Charlotte,Charlotte,NC
California Miramar University,San Diego,CA
Virginia College-Greensboro,Greensboro,NC
Carthage R9 School District-Carthage Technical Center,Carthage,MO
PCCTI IT and Healthcare,Oak Brook,IL
Top Nails & Hair Beauty School,Taylorsville,UT
Advanced Computing Institute,Los Angeles,CA
Prestige Health & Beauty Sciences Academy,North Miami Beach,FL
Boca Beauty Academy,Boca Raton,FL
City Pointe Beauty Academy,Webb City,MO
Bly's School of Cosmetology,Gainesville,FL
Prescott College,Prescott,AZ
Tucson College,Tucson,AZ
Arkansas Baptist College,Little Rock,AR
Black River Technical College,Pocahontas,AR
Imagine-Paul Mitchell Partner School,North Little Rock,AR
Jefferson Regional Medical Center School of Nursing,Pine Bluff,AR
Academy of Salon and Spa,Fort Smith,AR
Saint Mary's College of California,Moraga,CA
University of West Georgia,Carrollton,GA
Heald College-Honolulu,Honolulu,HI
Kauai Community College,Lihue,HI
World Medicine Institute,Honolulu,HI
The School of Hairstyling,Chubbuck,ID
Paul Mitchell the School-Bradley,Bourbonnais,IL
Frontier Nursing University,Hyden,KY
Maysville Community and Technical College,Maysville,KY
Empire Beauty School-Chenoweth,Louisville,KY
Empire Beauty School-Florence,Florence,KY
The Southern Baptist Theological Seminary,Louisville,KY
Union College,Barbourville,KY
Cosmetology Careers Unlimited College of Hair Skin and Nails,Hibbing,MN
University of Minnesota-Crookston,Crookston,MN
Minnesota School of Cosmetology-Woodbury Campus,WOODBURY,MN
Minnesota State University-Moorhead,Moorhead,MN
Brown College-Mendota Heights,Mendota Heights,MN
Normandale Community College,Bloomington,MN
Saint Johns University,Collegeville,MN
Crown College,Saint Bonifacius,MN
Navajo Technical University,Crownpoint,NM
Institute of American Indian and Alaska Native Culture,Santa Fe,NM
New Mexico State University-Main Campus,Las Cruces,NM
Arnot Ogden Medical Center,Elmira,NY
Bank Street College of Education,New York,NY
Moler Barber College,Fargo,ND
North Dakota State University-Main Campus,Fargo,ND
Sitting Bull College,Fort Yates,ND
University of Akron Main Campus,Akron,OH
Apollo Career Center,Lima,OH
Ashland County-West Holmes Career Center,Ashland,OH
Belmont College,Saint Clairsville,OH
Bowling Green State University-Firelands,Huron,OH
Berks Technical Institute,Wyomissing,PA
Lincoln University of Pennsylvania,Lincoln University,PA
Lycoming College,Williamsport,PA
Mansfield University of Pennsylvania,Mansfield,PA
Pennsylvania State University-Penn State Lehigh Valley,Center Valley,PA
Pennsylvania State University-Penn State Berks,Reading,PA
Pennsylvania State University-Penn State Hazleton,Hazleton,PA
L'Ecole Culinaire-Memphis,Cordova,TN
InterCoast Colleges-Elk Grove,Elk Grove,CA
Horizon University,San Diego,CA
San Diego Culinary Institute,San Diego,CA
Aviation Institute of Maintenance-Orlando,Casselberry,FL
The Process Institute of Cosmetology,Lawrenceville,GA
D & L Academy of Hair Design,Twin Falls,ID
Avalon School of Cosmetology,Worthington,MN
Toni & Guy Hairdressing Academy-Albuquerque,Albuquerque,NM
EDP School of Computer Programming,Brooklyn,NY
Regency Beauty Institute-Plano,Plano,TX
Everest Institute-Bensalem,Bensalem,PA
Utah College of Massage Therapy-Dallas,Richardson,TX
Flair Beauty College,Canyon Country,CA
Excel Learning Center,El Paso,TX
Medical Allied Career Center,Santa Fe Springs,CA
Florida Institute of Recording Sound and Technology,Orlando,FL
Aesthetic Science Institute,Latham,NY
Wade Gordon Hairdressing Academy,Amarillo,TX
Dade Medical College-Hollywood,Hollywood,FL
Empire Beauty School-Nashville,Brentwood,TN
Empire Beauty School-Springfield,Springfield,PA
Paul Mitchell the School-Phoenix,Phoenix,AZ
Paul Mitchell the School-Fresno,Fresno,CA
The Salon Professional Academy-Ft Myers,North Fort Myers,FL
Unity Cosmetology College,Pontiac,IL
ITT Technical Institute-Johnson City,Johnson City,TN
ITT Technical Institute-North Charleston,North Charleston,SC
ITT Technical Institute-West Covina,San Dimas,CA
Stevens-Henager College-St George,St. George,UT
Hays Academy of Hair Design,Salina,KS
Bellus Academy,Manhattan,KS
Cortiva Institute-Seattle,Federal Way,WA
Virginia College-Florence,Florence,SC
Mercyhurst University-North East Campus,North East,PA
Platt College-Riverside,Riverside,CA
Rasmussen College-Kansas,Topeka,KS
Rocky Vista University,Parker,CO
The Salon Professional Academy-Huntsville,Huntsville,AL
Grace Mission University,Fullerton,CA
Photographic Center Northwest,Seattle,WA
Institute of Health Sciences,Hunt Valley,MD
Mid-South Christian College,Memphis,TN
New York Institute of Beauty,Islandia,NY
Salon Professional Academy,Nashville,TN
Paul Mitchell the School-Jersey Shore,Brick,NJ
Chrysm Institute of Esthetics,Virginia Beach,VA
National Personal Training Institute of Columbus,Columbus,OH
Louisiana Delta Community College,Monroe,LA
Northern Arizona University,Flagstaff,AZ
Scottsdale Community College,Scottsdale,AZ
Yavapai College,Prescott,AZ
Arkansas Beauty School,Little Rock,AR
University of Arkansas,Fayetteville,AR
East Arkansas Community College,Forrest City,AR
San Bernardino Valley College,San Bernardino,CA
Solano Community College,Fairfield,CA
Taft College,Taft,CA
United Education Institute-Huntington Park Campus,Huntington Park,CA
Victor Valley Beauty College Inc,Victorville,CA
Walden University,Minneapolis,MN
West Valley College,Saratoga,CA
Carrington College California-Sacramento,Sacramento,CA
Westminster Theological Seminary in California,Escondido,CA
Wesleyan College,Macon,GA
Young Harris College,Young Harris,GA
Hawaii Pacific University,Honolulu,HI
Leeward Community College,Pearl City,HI
Eastern Idaho Technical College,Idaho Falls,ID
School of the Art Institute of Chicago,Chicago,IL
Southwestern Illinois College,Belleville,IL
Bethany Theological Seminary,Richmond,IN
Blessing Rieman College of Nursing,Quincy,IL
Henderson Community College,Henderson,KY
Sullivan College of Technology and Design,Louisville,KY
Gateway Community and Technical College,Florence,KY
Nutek Academy of Beauty Inc,Mount Sterling,KY
Inver Hills Community College,Inver Grove Heights,MN
Minneapolis Business College,Roseville,MN
National American University-Roseville,Roseville,MN
Saint Mary's University of Minnesota,Winona,MN
Clovis Community College,Clovis,NM
New Mexico Junior College,Hobbs,NM
New Mexico State University-Carlsbad,Carlsbad,NM
New Mexico State University-Grants,Grants,NM
Southwestern College,Santa Fe,NM
Vogue College of Cosmetology-Santa Fe,Santa Fe,NM
Western New Mexico University,Silver City,NM
Vaughn College of Aeronautics and Technology,Flushing,NY
Apex Technical School,Long Island City,NY
Fort Berthold Community College,New Town,ND
Minot State University,Minot,ND
United Tribes Technical College,Bismarck,ND
Valley City State University,Valley City,ND
ETI Technical College,Niles,OH
Athenaeum of Ohio,Cincinnati,OH
Lebanon Valley College,Annville,PA
Lehigh Carbon Community College,Schnecksville,PA
Lehigh University,Bethlehem,PA
Lutheran Theological Seminary at Philadelphia,Philadelphia,PA
Marywood University,Scranton,PA
Montgomery County Community College,Blue Bell,PA
Muhlenberg College,Allentown,PA
Northampton County Area Community College,Bethlehem,PA
Pittsburgh's Ohio Valley Hospital School of Nursing,McKees Rocks,PA
Pennsylvania State University-Penn State Wilkes-Barre,Lehman,PA
Pennsylvania State System of Higher Education-Central Office,Harrisburg,PA
Paul Quinn College,Dallas,TX
Aviation Institute of Maintenance-Houston,Houston,TX
San Jacinto Community College,Pasadena,TX
Southwest Texas Junior College,Uvalde,TX
Columbia Academy of Cosmetology,West Columbia,SC
Regency Beauty Institute-St Peters,St. Peters,MO
American Public University System,Charles Town,WV
Career College of California,Santa Ana,CA
Academy of Natural Therapy Inc,Greeley,CO
Delaware Learning Institute of Cosmetology,Dagsboro,DE
University of Minnesota-Rochester,Rochester,MN
CBT College-Cutler Bay,Cutler Bay,FL
Milan Institute-Bakersfield,Bakersfield,CA
Carrington College-Reno,Reno,NV
Remington College-Columbia Campus,Columbia,SC
Washington Barber College Inc,Little Rock,AR
International Institute of Cosmetology,Wethersfield,CT
Walton Career Development Center,DeFuniak Springs,FL
Master Educators Beauty School,Twin Falls,ID
Ambria College of Nursing,Hoffman Estates,IL
Paul Mitchell the School-Normal,Normal,IL
Marketti Academy of Cosmetology,Waterford,MI
New Life Business Institute,Jamaica,NY
Onondaga School of Therapeutic Massage-Syracuse,Syracuse,NY
Strayer University-Wisconsin,Milwaukee,WI
Empire Beauty School-Virginia Beach,Virginia Beach,VA
Ross Medical Education Center-Morgantown,Morgantown,WV
Paul Mitchell the School-Ogden,Ogden,UT
Toni & Guy Hairdressing Academy-Toledo,Toledo,OH
Destination Academy for Spa and Salon Professionals,Las Vegas,NV
Velvet Touch Academy of Cosmetology,Nampa,ID
Diamond Beauty College,El Monte,CA
SAE Institute of Technology-Atlanta,Atlanta,GA
Empire Beauty School-Paramus,Paramus,NJ
Strayer University-South Carolina,Greenville,SC
The Art Institute of San Antonio,San Antonio,TX
The Hair Design School-Winston-Salem,Winston-Salem,NC
Empire Beauty School-Pineville,Charlotte,NC
Gurnick Academy of Medical Arts,San Mateo,CA
Paul Mitchell the School-East Bay,Pleasant Hill,CA
Compass College of Cinematic Arts,Grand Rapids,MI
Sage School of Massage,Bend,OR
Lawyer's Assistant School of Dallas,Dallas,TX
Salon & Spa Institute,Brownsville,TX
The Salon Professional Academy-Tacoma,Tacoma,WA
ITT Technical Institute-Las Vegas,North Las Vegas,NV
Empire Beauty School-West Greensboro,Greensboro,NC
California College San Diego,San Marcos,CA
ITT Technical Institute-Deerfield Beach,Fort Lauderdale,FL
ITT Technical Institute-Douglasville,Douglasville,GA
ITT Technical Institute-Springfield,Springfield,IL
University of Phoenix-McAllen Campus,Mission,TX
Pennsylvania State University-World Campus,University Park,PA
MyComputerCareer.com-Raleigh,Raleigh,NC
South University-Austin,Austin,TX
Everest College-Kansas City,Kansas City,MO
InterCoast Career Institute-Salem,Salem,NH
Court Reporting Institute of Arlington,Arlington,VA
Ross Medical Education Center-Dayton,Dayton,OH
Wadsworth Center-NY State Dept of Health,Albany,NY
The Art Institute of Virginia Beach,Virginia Beach,VA
Sanford-Brown College-Tinley Park,Tinley Park,IL
Sanford-Brown Institute-Orlando,Orlando,FL
Fortis College-Indianapolis,Indianapolis,IN
The College of Health Care Professions-Dallas,Dallas,TX
Shear Finesse Hairstyling Academy,Jacksonville,FL
Technology Center,Norcross,GA
Riverside County Office of Education,Riverside,CA
Cosmotech School of Cosmetology,Westbrook,ME
Grace College of Barbering,Ayden,NC
Yeshiva Gedolah Kesser Torah,Monsey,NY
W Academy of Salon and Spa,Danville,CA
United Medical and Business Institute,East Point,GA
Empire Beauty School-Augusta,Augusta,GA
Ohio Business College-Dayton,Dayton,OH
Empire Beauty School-Rochester,Rochester,NY
Utah College of Massage Therapy-Houston,Houston,TX
InterCoast Colleges-Fairfield,Fairfield,CA
Milan Institute-Merced,Merced,CA
Virginia Baptist College,Fredericksburg,VA
Lynnes Welding Training,Fargo,ND
DeVry College of New York,New York,NY
DeVry University-Illinois,Chicago,IL
DeVry University-Kentucky,Louisville,KY
DeVry University-Michigan,Southfield,MI
American Institute-Toms River,Toms River,NJ
Central Georgia Technical College,Warner Robins,GA
Sunnyside Beauty Academy,Sunnyside,WA
The Art Institute of Pittsburgh-Online Division,Pittsburgh,PA
Lacy Cosmetology School-Goose Creek,Goose Creek,SC
Lawton Career Institute-Warren Main Campus,Warren,MI
Chamberlain College of Nursing-Virginia,Arlington,VA
Georgia Christian University,Atlanta,GA
Galaxy Medical College,North Hollywood,CA
Mandalyn Academy,American Fork,UT
Scholars Cosmetology University,Ann Arbor,MI
Paul Mitchell the School-St Louis,St. Louis,MO
Pima Medical Institute-South Denver,Aurora,CO
Capilo School of Hair Design,Augusta,ME
Lindsey Institute of Cosmetology,Bowling Green,KY
Alliant International University,San Diego,CA
California State University-Long Beach,Long Beach,CA
California State University-Sacramento,Sacramento,CA
University of California-Irvine,Irvine,CA
Casa Loma College-Van Nuys,Van Nuys,CA
Cerritos College,Norwalk,CA
University of Connecticut,Storrs,CT
Lyme Academy College of Fine Arts,Old Lyme,CT
Ridley-Lowell Business & Technical Institute-New London,New London,CT
Illinois State University,Normal,IL
Kaskaskia College,Centralia,IL
Lake Forest College,Lake Forest,IL
Lincoln Land Community College,Springfield,IL
Lincoln College of Technology-Melrose Park,Melrose Park,IL
National Louis University,Chicago,IL
Oehrlein School of Cosmetology,East Peoria,IL
Pivot Point Academy-Evanston,Evanston,IL
South Louisiana Beauty College,Houma,LA
Southern University and A & M College,Baton Rouge,LA
Tulane University of Louisiana,New Orleans,LA
Xavier University of Louisiana,New Orleans,LA
Kaplan University-Maine Campus,S Portland,ME
Bowdoin College,Brunswick,ME
Eastern Maine Community College,Bangor,ME
The Landing School,Arundel,ME
University of New England,Biddeford,ME
Unity College,Unity,ME
Empire Beauty School-Bloomington,Bloomington,MN
Southwest Minnesota State University,Marshall,MN
Dunwoody College of Technology,Minneapolis,MN
Minnesota State College-Southeast Technical,Winona,MN
Itawamba Community College,Fulton,MS
Millsaps College,Jackson,MS
Mississippi State University,Mississippi State,MS
Phillips Beth Israel School of Nursing,New York,NY
Brooklyn Law School,Brooklyn,NY
CUNY System Office,New York,NY
Columbia-Greene Community College,Hudson,NY
Continental School of Beauty Culture-Rochester,Rochester,NY
Culinary Institute of America,Hyde Park,NY
CUNY Lehman College,Bronx,NY
Choffin Career and Technical Center,Youngstown,OH
Cincinnati College of Mortuary Science,Cincinnati,OH
Columbiana County Career and Technical Center,Lisbon,OH
Davis College,Toledo,OH
Gerbers Akron Beauty School,Akron,OH
Gods Bible School and College,Cincinnati,OH
Kent State University at East Liverpool,East Liverpool,OH
Pennsylvania State University-Penn State Greater Allegheny,McKeesport,PA
Pennsylvania Academy of the Fine Arts,Philadelphia,PA
The University of the Arts,Philadelphia,PA
Community College of Philadelphia,Philadelphia,PA
Pittsburgh Institute of Mortuary Science Inc,Pittsburgh,PA
The Restaurant School at Walnut Hill College,Philadelphia,PA
Texas Wesleyan University,Fort Worth,TX
Texas State Technical College-West Texas,Sweetwater,TX
Brigham Young University-Hawaii,Laie,HI
Davis Applied Technology College,Kaysville,UT
Stevens-Henager College of Business-Provo,Orem,UT
University of Utah,Salt Lake City,UT
Green Mountain College,Poultney,VT
Johnson State College,Johnson,VT
Metro Business College-Rolla,Rolla,MO
Antioch University-Los Angeles,Culver City,CA
Sebring Career Schools-Huntsville,Huntsville,TX
Unification Theological Seminary,Barrytown,NY
Carrington College California-San Leandro,San Leandro,CA
Headmasters School of Hair Design,Lewiston,ID
Austin Graduate School of Theology,Austin,TX
Kiamichi Technology Center-McAlester,McAlester,OK
Kiamichi Technology Center-Talihina,Talihina,OK
SW School of Business and Technical Careers,Eagle Pass,TX
Texas College of Cosmetology-Abilene,Abilene,TX
Centura College-Newport News,Newport News,VA
ITT Technical Institute-Fort Lauderdale,Fort Lauderdale,FL
Midwestern University-Glendale,Glendale,AZ
Stratford University,Fairfax,VA
Everest University-Jacksonville,Jacksonville,FL
ITT Technical Institute-Wilmington,Wilmington,MA
Roseman University of Health Sciences,Henderson,NV
Everest College-North Aurora,North Aurora,IL
Institute for the Psychological Sciences,Arlington,VA
Minnesota School of Business-Waite Park,Waite Park,MN
Arizona School of Acupuncture and Oriental Medicine,Tucson,AZ
Paul Mitchell the School-Great Lakes,Port Huron,MI
Healthcare Training Institute,Union,NJ
Pacific Coast Trade School,Oxnard,CA
Chamberlain College of Nursing-Illinois,Addison,IL
Regency Beauty Institute-Dayton,Dayton,OH
Regency Beauty Institute-Mesa,Mesa,AZ
Borner's Barber College,Los Angeles,CA
Healing Hands School of Holistic Health,Escondido,CA
Auguste Escoffier School of Culinary Arts-Boulder,Boulder,CO
Aspen University,Denver,CO
Hair Academy Paul Mitchell Partner School,Rexburg,ID
Mesivta Keser Torah,Belmar,NJ
Northeast Technical Institute,Scarborough,ME
DeVry University's Keller Graduate School of Management-Nevada,Henderson,NV
DeVry University's Keller Graduate School of Management-Michigan,Southfield,MI
Lincoln College of Technology-Cleveland,Cleveland,OH
Regency Beauty Institute-Jacksonville Regency,Jacksonville,FL
Regency Beauty Institute-Jacksonville Orange Park,Orange Park,FL
Regency Beauty Institute-Castleton,Indianapolis,IN
Regency Beauty Institute-SW Houston,Houston,TX
Paul Mitchell the School-Columbia,Columbia,SC
Northwest College-Eugene,Eugene,OR
Utah College of Massage Therapy-Tempe,Tempe,AZ
Baltimore School of Massage-York,York,PA
Unitech Training Academy-Lake Charles,Lake Charles,LA
Fashion Institute of Design & Merchandising-San Francisco,San Francisco,CA
Fashion Institute of Design & Merchandising-Orange County,Irvine,CA
Southern Connecticut State University,New Haven,CT
Delaware State University,Dover,DE
Schilling-Douglas School of Hair Design,Newark,DE
The Art Institute of Fort Lauderdale,Fort Lauderdale,FL
Atlantic Technical Center,Coconut Creek,FL
The Baptist College of Florida,Graceville,FL
Prairie State College,Chicago Heights,IL
Principia College,Elsah,IL
Rush University,Chicago,IL
Saint Francis Medical Center College of Nursing,Peoria,IL
University of St Francis,Joliet,IL
Wheaton College,Wheaton,IL
Bethel College-Indiana,Mishawaka,IN
Christian Theological Seminary,Indianapolis,IN
Concordia Theological Seminary,Fort Wayne,IN
Allegany College of Maryland,Cumberland,MD
College of Southern Maryland,La Plata,MD
Kaplan University-Hagerstown Campus,Hagerstown,MD
Hagerstown Community College,Hagerstown,MD
Montgomery College,Rockville,MD
Wesley Biblical Seminary,Jackson,MS
Assemblies of God Theological Seminary,Springfield,MO
Avila University,Kansas City,MO
DeVry University-Missouri,Kansas City,MO
Elaine Steven Beauty College,Saint Louis,MO
CUNY York College,Jamaica,NY
Daemen College,Amherst,NY
Fulton-Montgomery Community College,Johnstown,NY
Global Business Institute,New York,NY
Ithaca College,Ithaca,NY
Jamestown Business College,Jamestown,NY
Northern Institute of Cosmetology,Lorain,OH
Paramount Beauty Academy,Portsmouth,OH
Triangle Tech Inc-Erie,Erie,PA
Triangle Tech Inc-Pittsburgh,Pittsburgh,PA
Trinity Episcopal School for Ministry,Ambridge,PA
Villanova University,Villanova,PA
Wilkes University,Wilkes-Barre,PA
Yeshivath Beth Moshe,Scranton,PA
Empire Beauty School-Providence,Providence,RI
Bryant University,Smithfield,RI
St Joseph School of Nursing,North Providence,RI
Old Dominion University,Norfolk,VA
Southside Regional Medical Center Professional Schools,Petersburg,VA
Piedmont Virginia Community College,Charlottesville,VA
Shenandoah University,Winchester,VA
Southern Virginia University,Buena Vista,VA
Strayer University-Virginia,Arlington,VA
Sweet Briar College,Sweet Briar,VA
Wytheville Community College,Wytheville,VA
University of Wisconsin Extension,Madison,WI
Northwestern College-Southwestern Campus,Bridgeview,IL
Ross Medical Education Center-Ann Arbor,Ann Arbor,MI
Taylortown School of Beauty Inc,Taylor,MI
Mt Diablo Adult Education,Concord,CA
Regency Beauty Institute-Winston-Salem,Winston Salem,NC
Remington College-Memphis Campus,Memphis,TN
Fayette Institute of Technology,Oak Hill,WV
Anthem College-Sacramento,Sacramento,CA
Southwest Acupuncture College-Albuquerque,Albuquerque,NM
Stone Academy-Waterbury,Waterbury,CT
ITT Technical Institute-Strongsville,Strongsville,OH
Cayuga Onondaga BOCES-Practical Nursing Program,Auburn,NY
Marlboro College-Graduate School,Brattleboro,VT
Westwood College-Inland Empire,Upland,CA
Lincoln Technical Institute-Lowell,Lowell,MA
American Career College-Anaheim,Anaheim,CA
San Diego State University-Imperial Valley Campus,Calexico,CA
University of Phoenix-Northern Nevada Campus,Reno,NV
Minnesota School of Business-Rochester,Rochester,MN
Tucson College of Beauty,Tucson,AZ
Palace Beauty College,Los Angeles,CA
American Institute of Massage Therapy,Santa Ana,CA
Mojave Barber College,Victorville,CA
San Joaquin Valley College-Rancho Cordova,Rancho Cordova,CA
Illinois School of Health Careers-O'Hare Campus,Chicago,IL
Universal Technical Institute of Northern California Inc,Sacramento,CA
ITT Technical Institute-Maumee,Maumee,OH
Columbia College,Fairfax,VA
Vermont College of Fine Arts,Montpelier,VT
Georgia Beauty Academy,Dalton,GA
Stautzenberger Institute-Allen Park,Allen Park,MI
Empire Beauty School-Lauderhill,Lauderhill,FL
MediaTech Institute-Houston,Houston,TX
College of Hair Design-East Campus,Lincoln,NE
International Academy of Design and Technology-Online,Tampa,FL
Northeast Technology Center-Claremore,Claremore,OK
Strayer University-West Virginia,Scott Depot,WV
Strayer University-Utah,Sandy,UT
Regency Beauty Institute-Tinley Park,Tinley Park,IL
Regency Beauty Institute-Columbia,Columbia,SC
Regency Beauty Institute-Fort Myers,Fort Myers,FL
Regency Beauty Institute-Arlington,Arlington,TX
Regency Beauty Institute-Little Rock,Little Rock,AR
Regency Beauty Institute-Baltimore Golden Ring,Baltimore,MD
Aveda Institute-Los Angeles,Los Angeles,CA
Regina's College of Beauty,Augusta,GA
Tricoci University of Beauty Culture-Chicago NE,Chicago,IL
ITT Technical Institute-Phoenix West,Phoenix,AZ
Fielding Graduate University,Santa Barbara,CA
Golden Gate University-San Francisco,San Francisco,CA
Golden West College,Huntington Beach,CA
Holy Names University,Oakland,CA
Fortis College-Winter Park,Winter Park,FL
Carlos Albizu University-Miami,Miami,FL
Charlotte Technical Center,Port Charlotte,FL
Edison State College,Fort Myers,FL
Florida Atlantic University,Boca Raton,FL
Florida Technical College,Orlando,FL
Full Sail University,Winter Park,FL
International Academy of Design and Technology-Tampa,Tampa,FL
International Academy,South Daytona,FL
Hanover College,Hanover,IN
Indiana Institute of Technology,Fort Wayne,IN
Indiana State University,Terre Haute,IN
Indiana University-Bloomington,Bloomington,IN
Indiana University-Northwest,Gary,IN
International Business College-Fort Wayne,Fort Wayne,IN
ITT Educational Services Inc-System Office,Carmel,IN
ITT Technical Institute-Nashville,Nashville,TN
ITT Technical Institute-Indianapolis,Indianapolis,IN
Salisbury University,Salisbury,MD
TESST College of Technology-Beltsville,Beltsville,MD
Maryland University of Integrative Health,Laurel,MD
Assumption College,Worcester,MA
Catherine Hinds Institute of Esthetics,Woburn,MA
Laboure College,Milton,MA
Hillyard Technical Center,Saint Joseph,MO
Ranken Technical College,Saint Louis,MO
Saint Louis University,Saint Louis,MO
Salem College of Hairstyling,Rolla,MO
LIU Brentwood,Brentwood,NY
Modern Welding School,Schenectady,NY
Monroe College,Bronx,NY
College of Mount Saint Vincent,Bronx,NY
Daymar College-Jackson,Jackson,OH
Lincoln College of Technology-Tri-County,Cincinnati,OH
Northpoint Bible College,Haverhill,MA
Anderson University,Anderson,SC
Horry-Georgetown Technical College,Conway,SC
Lenoir-Rhyne University-Lutheran Theological Southern Seminary,Columbia,SC
Medical University of South Carolina,Charleston,SC
Morris College,Sumter,SC
South Carolina State University,Orangeburg,SC
University of South Carolina-Upstate,Spartanburg,SC
Sumter Beauty College,Sumter,SC
Black Hills Beauty College,Rapid City,SD
Black Hills State University,Spearfish,SD
Christopher Newport University,Newport News,VA
Jefferson College of Health Sciences,Roanoke,VA
J Sargeant Reynolds Community College,Richmond,VA
Jenny Lea Academy of Cosmetology,Whitesburg,KY
Fayette County Career & Technical Institute Practical Nursing Program,Uniontown,PA
Paul Mitchell the School-Knoxville,Knoxville,TN
Fortis Institute-Mulberry,Mulberry,FL
The Salon Professional Academy-Williston,Williston,VT
Northwest College of Art & Design,Poulsbo,WA
Central Coast College,Salinas,CA
Northwest Indian College,Bellingham,WA
Carson City Beauty Academy,Carson City,NV
Lorain County Joint Vocational School District,Oberlin,OH
California State University-Monterey Bay,Seaside,CA
Academy of Somatic Healing Arts,Norcross,GA
The Art Institute of California-Argosy University Hollywood,North Hollywood,CA
Embry-Riddle Aeronautical University-Worldwide,Daytona Beach,FL
Aviation Institute of Maintenance-Chesapeake,Chesapeake,VA
Centura College-Richmond Main,Richmond,VA
Platt College-Lawton,Lawton,OK
The Illinois Institute of Art-Schaumburg,Schaumburg,IL
Atlantic Institute of Oriental Medicine,Fort Lauderdale,FL
Bennett Career Institute,Washington,DC
Blue Cliff College-Shreveport,Shreveport,LA
Quest College,San Antonio,TX
Seattle Institute of Oriental Medicine,Seattle,WA
The Art Institute of Washington,Arlington,VA
The Art Institute of Ohio-Cincinnati,Cincinnati,OH
Kaplan College-Bakersfield,Bakersfield,CA
Everest College-Earth City,Earth City,MO
Everest College-Mesa,Mesa,AZ
AmeriTech College-Draper,Draper,UT
Frederick School of Cosmetology,Frederick,MD
Omega Studios' School of Applied Recording Arts & Sciences,Rockville,MD
Global Health College,Alexandria,VA
Visions in Hair Design Institute of Cosmetology,Milwaukee,WI
Brensten Education,Waukesha,WI
California InterContinental University,Diamond Bar,CA
Fortis College-Dothan,Dothan,AL
Dorsey Business Schools-Farmington Hills,Farmington Hills,MI
Dorsey Business Schools-Roseville Culinary Academy,Roseville,MI
Minnesota School of Business-Moorhead,Moorhead,MN
Brown Mackie College-Tulsa,Tulsa,OK
The University of America,Murrieta,CA
Kaplan College-Chesapeake,Chesapeake,VA
Springfield College-School of Human Services,Springfield,MA
Preferred College of Nursing-Van Nuys,Van Nuys,CA
Annenberg School of Nursing,Reseda,CA
American Medical Academy,Miami,FL
Chamberlain College of Nursing-Indiana,Indianapolis,IN
Alabama A & M University,Normal,AL
Lincoln University,Oakland,CA
Los Rios Community College District Office,Sacramento,CA
Tulare Beauty College,Tulare,CA
Lyles Bakersfield College of Beauty,Bakersfield,CA
Lytles Redwood Empire Beauty College Inc,Santa Rosa,CA
Kaplan College-Sacramento,Sacramento,CA
Menlo College,Atherton,CA
Manatee Technical Institute,Bradenton,FL
Manhattan Hairstyling Academy,Tampa,FL
Academy of Healing Arts Massage & Facial Skin Care,Lake Worth,FL
Fortis College-Tampa,Tampa,FL
Paul Mitchell the School-Jacksonville,Jacksonville,FL
Polk State College,Winter Haven,FL
Sarasota County Technical Institute,Sarasota,FL
Sheridan Technical Center,Hollywood,FL
Mid-America College of Funeral Service,Jeffersonville,IN
Taylor University,Upland,IN
Vincennes Beauty College,Vincennes,IN
Cornell College,Mount Vernon,IA
Ellsworth Community College,Iowa Falls,IA
Graceland University-Lamoni,Lamoni,IA
Beaumont Adult School,Beaumont,CA
Video Symphony EnterTraining Inc,Burbank,CA
Coachella Valley Beauty College,La Quinta,CA
ATI Career Training Center-Dallas,Dallas,TX
South Texas Vocational Technical Institute-Corpus Christi,Corpus Christi,TX
Provo College–American Fork,American Fork,UT
Kaplan Career Institute-Boston,Boston,MA
Capri Beauty College,New Lenox,IL
Angeles College,Los Angeles,CA
Aveda Fredric's Institute-Indianapolis,Indianapolis,IN
Eric Fisher Academy,Wichita,KS
My Le's Beauty College,Gretna,LA
Southern Worcester County Regional Voc School District,Charlton,MA
American Business and Technology University,St Joseph,MO
